Timestamp,Employment Type,Company Name,Company Size - # Employees,Primary Location (Country),Primary Location (City),Industry in Company,Public or Private Company,Years Experience in Industry,Years of Experience in Current Company  ,Job Title In Company,Job Ladder,Job Level,Required Hours Per Week,Actual Hours Per Week,Highest Level of Formal Education Completed,Total Base Salary in 2018 (in USD),Total Bonus in 2018 (cumulative annual value in USD),Total Stock Options/Equity in 2018 (cumulative annual value in USD),Health Insurance Offered,Annual Vacation (in Weeks),Are you happy at your current position?,Do you plan to resign in the next 12 months?,What are your thoughts about the direction of your industry?,Gender,Final Question: What are the top skills (you define what that means) that you believe will be necessary for job growth in your industry over the next 10 years?,Have you ever done a bootcamp? If so was it worth it?
9/11/2019 9:41:00,Full-time,,"1,000-9,999",Netherlands (NL),,Healthcare,Non-profit,2-5,2-5,Sysadmin,System Admin,3 (III),20-39,20-39,Professional Certifications,50400,,,Yes,5,It's Complicated,Yes,,Male,Certification in Niche software (has payed it's price in gold for me by now),No - never did one
9/11/2019 9:41:13,Full-time,,"10,000-99,999",Finland (FI),,Software,Public,0-2,0-2,Devop engineer,Devops engineer,,20-39,20-39,Undergraduate Degree,40000,2000,0,Yes,4,Yes,Don't know,,Male,,No - never did one
9/11/2019 9:41:34,Full-time,,"1,000-9,999",Canada (CA),,Energy,Public,10-20,10-20,System Administrator,System Admin,,40+,40-49,Trade School,63264,7591,3795.84,Yes,5,Yes,No,,Male,"spunk, cloud, security",No - never did one
9/11/2019 9:42:50,Full-time,,"1,000-9,999",United Kingdom (GB),,Finance,Private,2-5,2-5,Cyber Security Senior Engineer,Cyber Security,2 (II),20-39,40-49,Undergraduate Degree,56000,5000,,No,4,Yes,No,,,,No - never did one
9/11/2019 9:43:01,Full-time,,1-19,Czech Republic (CZ),,IT,Private,5-10,5-10,IT Sysadmin,System Admin,,40+,40-49,Professional Certifications,1500,,,Yes,3,Yes,Don't know,,Male,,No - never did one
9/11/2019 9:43:35,Full-time,Local Government in Victoria,"1,000-9,999",Australia (AU),Melbourne,Public Sector,N/A,10-20,0-2,System Administrator,System Admin,7 (VII),20-39,40-49,Undergraduate Degree,61000,,,N/A,4,Yes,No,,Male,,No - never did one
9/11/2019 9:43:52,Full-time,Big Fish Games,100-999,United States (US),,Software,Public,2-5,0-2,Live Operations,Product Manager,1 (I),40+,40-49,Undergraduate Degree,60000,6000,0,Yes,2,No,Yes,,Male,,No - never did one
9/11/2019 9:45:07,Full-time,,20-99,Germany (DE),Cologne,Internet Services,Public,5-10,2-5,IT Administrator,System Admin,,40+,50-69,Professional Certifications,60000,,,Yes,6+,Yes,No,,Male,,No - never did one
9/11/2019 9:45:10,Full-time,,20-99,United Kingdom (GB),Port Glasgow,Manufacturing,Private,5-10,5-10,IT Manager,Management,,40+,40-49,Undergraduate Degree,45750,,,N/A,5,Yes,Yes,,Male,"DevOps, Business Intelligence, modern device management",No - never did one
9/11/2019 9:45:43,Full-time,UFST,"1,000-9,999",Denmark (DK),Middelfart,Finance,Public,5-10,0-2,"Team lead, data engineer",Data Scientist,,20-39,20-39,Trade School,56800,3700,,Yes,5,It's Complicated,Don't know,,Male,,No - never did one
9/11/2019 9:46:49,Full-time,,"1,000-9,999",United Kingdom (GB),London,Telecommunications,Private,10-20,0-2,System Administrator,System Admin,,20-39,20-39,High School,70000,,,No,4,Yes,No,,Male,Cloud technologies,No - never did one
9/11/2019 9:48:02,Full-time,,"1,000-9,999",United States (US),Pleasanton,Software,Public,0-2,0-2,Software Engineer,Software Engineer (SWE),New grad ,20-39,20-39,Undergraduate Degree,115000,0,55000,Yes,4,Yes,Yes,,Male,,No - never did one
9/11/2019 9:48:06,Full-time,,100-999,Australia (AU),Brisbane,IT,Private,5-10,5-10,Systems Administrator,System Admin,,20-39,20-39,Trade School,54960,0,0,N/A,4,Yes,No,,Male,,No - never did one
9/11/2019 9:50:31,Full-time,South Essex College,"1,000-9,999",United Kingdom (GB),Southend on Sea,Education,Academia,20+,20+,Head of Learning Services,Management,,20-39,20-39,Undergraduate Degree,53804.93,0,0,No,6+,It's Complicated,Yes,"Funding for Further Education is at breaking point, without government investment it will fail sooner or later.",Male,"AWS, Azure, Cloud, Leadership",Yes - loved it
9/11/2019 9:53:37,Full-time,DiUS,100-999,Australia (AU),,Consulting,Public,2-5,0-2,Software Engineer,Software Engineer (SWE),2 (II),40+,40-49,Undergraduate Degree,75000,0,0,No,4,Yes,No,,Male,,No - never did one
9/11/2019 9:53:58,Full-time,Northrup Grumman,"10,000-99,999",United States (US),,Aerospace,Public,5-10,2-5,Mechanical engineer,Hardware Engineer,3 (III),40+,40-49,Graduate Degree,96000,,,Yes,2,It's Complicated,Don't know,,Male,,No - never did one
9/11/2019 9:54:44,Full-time,,20-99,United Kingdom (GB),Harrogate,Software,Private,10-20,5-10,Network & Infrastructure Analyst,System Admin,,20-39,20-39,Professional Certifications,55654,0,0,No,5,Yes,Don't know,,Male,,No - never did one
9/11/2019 9:56:25,Full-time,,"1,000-9,999",Finland (FI),,Energy,Public,0-2,0-2,ICT Specialist,ICT Specialist,,20-39,40-49,Graduate Degree,39700,,,N/A,4,Yes,Don't know,,Male,,No - never did one
9/11/2019 9:56:53,Full-time,N/A,100-999,United States (US),Phoenix,Social Services,Non-profit,5-10,2-5,IT Support Specialist,System Admin,,40+,40-49,Undergraduate Degree,41600,0,0,Yes,2,Yes,Yes,,Male,Powershell,No - never did one
9/11/2019 9:57:16,Full-time,,20-99,United Kingdom (GB),,Software,Private,0-2,0-2,Apprentice Software Engineer,Software Engineer (SWE),1 (I),20-39,20-39,High School,18010,0,0,N/A,5,Yes,No,,Male,,No - never did one
9/11/2019 9:57:47,Full-time,,"1,000-9,999",Germany (DE),Munich,Automotive,Public,2-5,0-2,IT Service Desk Agent,Technical Support Engineer,1 (I),40+,20-39,Undergraduate Degree,47000,5200,,Yes,6+,It's Complicated,Yes,,Male,,No - never did one
9/11/2019 9:58:20,Full-time,,1-19,Germany (DE),Bremen,IT,Private,5-10,0-2,IT Consultant,System Admin,,40+,20-39,High School,45000,,,Yes,6+,It's Complicated,Yes,,Male,,No - never did one
9/11/2019 9:58:22,Full-time,,"1,000-9,999",United States (US),,Real estate ,Public,2-5,0-2,Software Developer 1,Software Engineer (SWE),1 (I),40+,20-39,Graduate Degree,120000,,25000,Yes,3,Yes,No,,Female,,No - never did one
9/11/2019 9:58:28,Full-time,-,100-999,Lithuania (LT),Vilnius,IT,Private,2-5,2-5,Linux System Administrator,System Admin,,40+,40-49,High School,19000,500,0,No,4,Yes,Don't know,,Male,,No - never did one
9/11/2019 9:58:42,Full-time,,20-99,Germany (DE),,Telecommunications,Private,5-10,5-10,Manager,System Admin,,40+,40-49,High School,75000,13000,0,Yes,6+,It's Complicated,Yes,,Apache AH 64 Longbow,,No - never did one
9/11/2019 9:58:59,Full-time,,"1,000-9,999",New Zealand (NZ),Auckland,General Engineering,Public,0-2,0-2,Product Development Engineer,Hardware Engineer,1 (I),40+,20-39,Undergraduate Degree,39000,,,Yes,4,Yes,No,,Male,,No - never did one
9/11/2019 9:59:05,Full-time,,"10,000-99,999",Japan (JP),Tokyo,Retail,Public,2-5,,Infrastructure Engineer,Software Engineer (SWE),,20-39,40-49,Undergraduate Degree,55700,14000,,Yes,2,Yes,Yes,,Male,,No - never did one
9/11/2019 9:59:32,Full-time,,"100,000+",Australia (AU),,Consulting,Public,2-5,2-5,Consultant ,Technical Support Engineer,,40+,40-49,Undergraduate Degree,60000,,,No,4,It's Complicated,Don't know,,Male,,No - never did one
9/11/2019 9:59:34,Full-time,,100-999,United States (US),Rockledge,Public Sector,Non-profit,5-10,5-10,Network Systems Administrator,Newtork Admin,,20-39,40-49,Undergraduate Degree,53000,2000,0,Yes,3,Yes,Don't know,,Male,,Yes - loved it
9/11/2019 9:59:48,Full-time,Heig-vd,100-999,Switzerland (CH),Yverdon-les-bains,Hardware,Academia,0-2,0-2,Collaborateur Ra&D,Hardware Engineer,,40+,40-49,Graduate Degree,70000,,,No,5,It's Complicated,Don't know,,Male,,
9/11/2019 10:01:13,Full-time,,100-999,United Kingdom (GB),Felixstowe,Logistics,Private,5-10,0-2,Systems Admin,System Admin,,20-39,20-39,Professional Certifications,31000,2500,,Yes,4,Yes,Don't know,,Male,,No - never did one
9/11/2019 10:01:52,Full-time,,"10,000-99,999",United Kingdom (GB),York,Healthcare,Public,10-20,2-5,Senior sysadmin,System Admin,,20-39,40-49,Professional Certifications,45012,,,Yes,5,Yes,No,,Male,dev ops,No - never did one
9/11/2019 10:02:31,Full-time,,"1,000-9,999",Finland (FI),Espoo,Telecommunications,Public,10-20,5-10,Principal Engineer,Dev-Ops,,20-39,20-39,Undergraduate Degree,77000,11000,,N/A,5,Yes,Don't know,,Male,,No - never did one
9/11/2019 10:02:40,Full-time,,"1,000-9,999",United Kingdom (GB),,IT,Public,2-5,0-2,ICT support Engineer,Technical Support Engineer,,20-39,20-39,Undergraduate Degree,22877.56,0,0,N/A,4,It's Complicated,Don't know,,Male,,No - never did one
9/11/2019 10:03:19,Full-time,,"1,000-9,999",United Kingdom (GB),Bristol,Insurance,Private,10-20,10-20,Desktop Support Team Leader,Technical Support Engineer,3 (III),20-39,20-39,Professional Certifications,45000,3500,,Yes,6+,Yes,No,,Male,Cloud computing,No - never did one
9/11/2019 10:03:21,Full-time,SparkBeyond,100-999,United Kingdom (GB),London,Software,Private,5-10,0-2,Senior Data Scientist,Data Scientist,,40+,40-49,Undergraduate Degree,150000,0,32000,Yes,5,Yes,No,,Male,,No - never did one
9/11/2019 10:03:38,Full-time,,100-999,Denmark (DK),,IT,Private,0-2,0-2,Powershell Developer,Software Engineer (SWE),,40+,40-49,Undergraduate Degree,55035,0,0,Yes,5,Yes,No,,Male,,
9/11/2019 10:04:06,Full-time,CERN,"1,000-9,999",Switzerland (CH),Geneva,scientific research,N/A,10-20,2-5,computing engineer,Software Engineer (SWE),6 (VI),40+,40-49,Graduate Degree,110000,1000,,Yes,6+,Yes,No,,Male,,Yes - meh
9/11/2019 10:04:44,Full-time,,1-19,United States (US),San Diego,Consulting,Private,20+,2-5,Lead Consultant,Software Engineer (SWE),,20-39,40-49,Professional Certifications,115080,0,0,Yes,3,It's Complicated,Don't know,It's going very well,Male,Communication and social skills. Anyone can learn to program.,No - never did one
9/11/2019 10:04:50,Full-time,,100-999,Cyprus (CY),Nicosia,Telecommunications,Private,2-5,2-5,Network Engineer,Network Engineer,2 (II),20-39,40-49,Doctorate or Post-doctorate,30130,600,,Yes,3,It's Complicated,No,,Male,,No - never did one
9/11/2019 10:05:20,Full-time,,100-999,United States (US),"Brea, CA",Web Hosting,Private,5-10,2-5,Sys Admin,System Admin,1 (I),40+,40-49,Undergraduate Degree,60000,500,0,Yes,4,It's Complicated,Yes,,Male,,No - never did one
9/11/2019 10:05:52,Full-time,,1-19,Canada (CA),Vancouver,Internet Services,Private,2-5,0-2,Python Developer,Software Engineer (SWE),3 (III),20-39,20-39,High School,44000,5000,,Yes,4,Yes,No,,Male,,Yes - meh
9/11/2019 10:06:43,Full-time,,20-99,United Kingdom (GB),,Software,Private,5-10,2-5,Senior Systems Administrator,System Admin,3 (III),20-39,40-49,Graduate Degree,61813,1200,0,N/A,5,Yes,Don't know,,Male,,No - never did one
9/11/2019 10:06:45,Full-time,,20-99,Norway (NO),,Consulting,Private,5-10,,System Administrator,Newtork Admin,,20-39,40-49,Undergraduate Degree,50273,0,0,Yes,5,Yes,No,,Male,,Yes - loved it
9/11/2019 10:07:07,Full-time,,20-99,New Zealand (NZ),,Software,Private,5-10,0-2,Data engineer,Data engineer,,20-39,40-49,High School,70000,0,0,No,2,Yes,Don't know,,Male,,No - never did one
9/11/2019 10:07:56,Full-time,,20-99,United Kingdom (GB),Edinburgh,IT,Private,10-20,0-2,Devops,System Admin,,40+,40-49,Undergraduate Degree,29670,,,N/A,6+,It's Complicated,Don't know,Not enough understanding of the work being done by managers translates to severe underestimation on their part for how long work will take to complete resulting in expectation to be in multiple places at once.,Male,,No - never did one
9/11/2019 10:08:03,Full-time,,100-999,Hungary (HU),Budapest,Education,Academia,10-20,5-10,Technician,Newtork Admin,,40+,40-49,Trade School,12800,2000,,N/A,4,It's Complicated,Yes,,Male,,
9/11/2019 10:09:12,Full-time,,100-999,Sweden (SE),,Consulting,Private,10-20,10-20,IT-Magician,System Admin,,40+,40-49,High School,46000,10000,0,N/A,5,It's Complicated,Don't know,,Male,,No - never did one
9/11/2019 10:10:22,Part-time,,1-19,Estonia (EE),,Internet Services,Public,5-10,2-5,Developer,Software Engineer (SWE),,10-19,10-19,,5000,,,N/A,4,It's Complicated,Don't know,,,,
9/11/2019 10:10:56,Full-time,,20-99,Spain (ES),Madrid,Software,Private,2-5,2-5,Senior,Software Engineer (SWE),,40+,40-49,Graduate Degree,31995.7,,,N/A,4,It's Complicated,Don't know,,Male,,No - never did one
9/11/2019 10:11:35,Contractor,Varied,100-999,United Kingdom (GB),London,Finance,N/A,5-10,0-2,Devops Engineer,Dev-Ops,,40+,40-49,Undergraduate Degree,150000,0,0,No,4,Yes,Yes,"Love it, work hard and cash in while times are good and the skills are scarce",Male,"Relationships, at least one 'hard' technical skill, general capability across the full stack of BE, FE and release",No - never did one
9/11/2019 10:13:00,Full-time,,"100,000+",Argentina (AR),,Internet Services,Public,0-2,0-2,Ceo,Software Engineer (SWE),10 (X),0-10,0-10,No Formal Education,3434365,200000,209000,Yes,6+,Yes,No,,Male,,No - never did one
9/11/2019 10:13:19,Full-time,Danish state,"10,000-99,999",Denmark (DK),,Law,Public,2-5,2-5,2.line dispatcher,System Admin,2 (II),20-39,40-49,Trade School,5027,0,0,N/A,6+,Yes,No,,Male,powershell,No - never did one
9/11/2019 10:13:42,Part-time,,20-99,Austria (AT),Vienna,Consulting,Private,0-2,0-2,IT Support Assistant,System Admin,,10-19,10-19,High School,13000,0,0,Yes,6+,Yes,Don't know,,Male,Software Engineering,No - never did one
9/11/2019 10:14:07,Full-time,,100-999,United Kingdom (GB),,IT,Private,2-5,0-2,2nd Line Engineer,Technical Support Engineer,,40+,40-49,Graduate Degree,36700,,,N/A,5,Yes,No,,Male,"Cloud, Infosec, AI",No - never did one
9/11/2019 10:14:44,Full-time,,100-999,United Kingdom (GB),Brighton,Internet Services,Private,20+,2-5,Senior Database Administrator,Database Administrator,,20-39,40-49,Undergraduate Degree,74181,1236,0,N/A,4,No,Yes,,Male,,No - never did one
9/11/2019 10:15:25,Full-time,,"10,000-99,999",Sweden (SE),Stockholm,Security,Private,2-5,0-2,IT-Technician,System Admin,,20-39,20-39,,55780,8700,,Yes,5,No,Yes,,Male,,No - never did one
9/11/2019 10:15:33,Full-time,,"1,000-9,999",United States (US),Atlanta,Software,Private,10-20,5-10,Senior Software Developer,Software Engineer (SWE),3 (III),40+,40-49,Undergraduate Degree,114000,8000,0,Yes,5,It's Complicated,Yes,,Male,,No - never did one
9/11/2019 10:16:31,Full-time,,"10,000-99,999",United States (US),Milwaukee,Software,Public,10-20,5-10,Sr System Analyst,System Admin,,40+,20-39,Professional Certifications,86000,5200,7500,Yes,3,Yes,No,,Male,"automation, dealing with idiots, background knowledge",No - never did one
9/11/2019 10:16:52,Full-time,,"100,000+",United Kingdom (GB),,IT,Private,20+,10-20,Linux SysAdmin,System Admin,3 (III),20-39,20-39,High School,48000,0,0,Yes,5,It's Complicated,No,Its losing traction as the company isn't leading the field,Male,,No - never did one
9/11/2019 10:17:13,Full-time,,1-19,Hungary (HU),Szeged,Software,Private,2-5,0-2,Software Engineer,Software Engineer (SWE),,40+,40-49,Trade School,13600,0,0,Yes,3,It's Complicated,Don't know,,Female,"adaptation, self-teaching, cooperation, integrity",Yes - loved it
9/11/2019 10:17:21,Full-time,Netcompany,"1,000-9,999",Denmark (DK),,Consulting,Private,0-2,0-2,IT Consultant,Software Engineer (SWE),,40+,40-49,Graduate Degree,73000,,,Yes,5,It's Complicated,No,,Male,,No - never did one
9/11/2019 10:17:29,Full-time,,1-19,Hong Kong (HK),,IT,Private,2-5,,IT Support Officer,Technical Support Engineer,,40+,40-49,High School,24500,0,0,No,2,Yes,No,,Male,"human skills, scripting (automation) to increase efficiency, constantly getting familiar with new hardware and software, problem solving, azure, AWS, MS O365, ",No - never did one
9/11/2019 10:18:09,Full-time,,100-999,United States (US),Boise,Business Services,Private,5-10,2-5,Network and Systems Administrator ,Technical Support Engineer,,40+,40-49,Undergraduate Degree,70000,3000,0,Yes,2,It's Complicated,No,,Male,"People skills, project management, automation",No - never did one
9/11/2019 10:18:36,Full-time,An unnamed SaaS company ,"1,000-9,999",United States (US),Seattle,Software,Private,10-20,2-5,End User Service Engineer,System Admin,1 (I),40+,40-49,"AS in tech field, BA in unrelated field ",86000,3000,9000,Yes,4,Yes,No,,Female,"people skills, aws/cloud, cross platform management ",No - never did one
9/11/2019 10:20:49,Full-time,,100-999,Italy (IT),,Manufacturing,Private,2-5,2-5,IT Specialist,System Admin,5 (V),40+,40-49,High School,23140,,,N/A,6+,No,Yes,,Male,,No - never did one
9/11/2019 10:20:55,Full-time,,100-999,United States (US),Los Angeles,Software,Private,10-20,0-2,"Director, DevOps",Dev-Ops,,40+,40-49,High School,230000,25000,,Yes,3,It's Complicated,Yes,,Male,,No - never did one
9/11/2019 10:20:59,Full-time,,100-999,Bulgaria (BG),,Construction,Private,2-5,2-5,System administrator,System Admin,,40+,40-49,Graduate Degree,15600,1500,,N/A,5,It's Complicated,Don't know,,Male,powershell and hybrid solutions,Yes - loved it
9/11/2019 10:21:03,Part-time,,1-19,Austria (AT),,IT,Private,2-5,2-5,Sysadmin,System Admin,,10-19,10-19,Professional Certifications,21000,0,0,N/A,5,It's Complicated,Don't know,,Male,"Profesionalism, Realisation that you dont get qualified personal for shit pay",No - never did one
9/11/2019 10:22:05,Full-time,,100-999,Denmark (DK),Vedbæk,Sports,Private,2-5,0-2,Frontend Developer,Web Developer,,20-39,20-39,Graduate Degree,67408,,,Yes,5,Yes,Don't know,,Male,,No - never did one
9/11/2019 10:22:47,Full-time,,100-999,United Kingdom (GB),London,Internet Services,Private,5-10,0-2,Site Reliability Engineer,Site Reliability Engineer (SRE),,40+,50-69,Undergraduate Degree,67000,0,5000,No,4,Yes,Don't know,"DevOps becoming less and less needed, SRE and full stack devs will take over",Male,Debugging,Yes - worthless
9/11/2019 10:24:34,Full-time,Barclays,"10,000-99,999",United Kingdom (GB),London,Finance,Public,5-10,5-10,Infrastructure Manager ,System Admin,5 (V),20-39,40-49,Undergraduate Degree,68000,3700,0,Yes,5,It's Complicated,Don't know,It's all going cloud baby,Male,"AWS, PowerShell, AutoIt, Hyperion EPM",No - never did one
9/11/2019 10:25:23,Full-time,,100-999,Denmark (DK),,Construction,Private,2-5,2-5,IT Support,System Admin,,20-39,20-39,Trade School,55434,0,0,Yes,6+,Yes,No,,Male,,No - never did one
9/11/2019 10:25:29,Full-time,,100-999,Portugal (PT),,Logistics,Private,10-20,10-20,It support,Technical Support Engineer,,40+,40-49,Undergraduate Degree,14000,1000,,No,4,It's Complicated,Yes,,Male,,
9/11/2019 10:25:30,Full-time,,"1,000-9,999",Belgium (BE),,Web Development,Private,2-5,0-2,Technical Consultant,Software Engineer (SWE),,40+,40-49,Undergraduate Degree,27000,,,Yes,4,Yes,Don't know,,Male,,No - never did one
9/11/2019 10:25:51,Full-time,,100-999,United Kingdom (GB),,IT,Private,0-2,0-2,IT Support Administrator,Technical Support Engineer,,20-39,20-39,Professional Certifications,28406,,,No,4,Yes,No,,Male,,No - never did one
9/11/2019 10:26:25,Part-time,stream,100-999,Russian Federation (RU),Saint-petersburg,Software,Private,0-2,0-2,Software ingreneer,Software Engineer (SWE),,20-39,20-39,Graduate Degree,11000,0,0,Yes,4,Yes,Yes,,Male,Fast learning ability,No - never did one
9/11/2019 10:27:24,Full-time,,"1,000-9,999",United States (US),"Washington, DC",Public Sector,Non-profit,10-20,10-20,Linux Technical Team Lead,System Admin,5 (V),40+,40-49,Undergraduate Degree,162000,0,0,Yes,3,Yes,No,Lots of old timers are having trouble adapting to the newer skillsets that are really in demand this last few years.,Male,Automation,No - never did one
9/11/2019 10:28:35,Full-time,,"1,000-9,999",Belgium (BE),Louvain-la-neuve,Education,Academia,5-10,5-10,Analyst/developper,Web Developer,,20-39,20-39,Undergraduate Degree,37000,2239,0,No,6+,Yes,Don't know,,Male,,No - never did one
9/11/2019 10:29:38,Full-time,NHS IT,100-999,United Kingdom (GB),London,Public Sector,Public,10-20,5-10,Systems Administrator,System Admin,,20-39,40-49,Graduate Degree,41350,0,0,N/A,6+,Yes,Don't know,,Male,"Azure and cloud hosting, 365 migration",No - never did one
